Artist Name,Product Code,Item Name,Item Type,,,,,,,,,,,,,,,GBP (),Est. USD (),Est. Euro ()
Artist Name,Product Code,Item Name,Item Type,Quantity,USD,GBP (£),Notes,,,,,USD (from field),USD (calculated),GBP (calculated from USD field),Final GBP,GBP (Calculated and rounded),Final Euro (calculated and rounded),Final GBP,USD (calculated),Final Euro (calculated and rounded)
ManintheMoon and Friends,MM5-F,Foil Mavirus - by PiCat,Alt Art Card Set,,$12.00,£9.00,,,,,,$12.00,$12.25,$8.88,£9.00,£9.00,€10.50,£9.00,$12.25,€10.50
ManintheMoon and Friends,MM6,Spin Doctor - by Lenney.xyz,Alt Art Card Set,48,$5.50,£4.00,,,,,,$5.50,$5.50,$4.07,£4.00,£4.00,€4.50,£4.00,$5.50,€4.50
ManintheMoon and Friends,MM6-F,Foil Spin Doctor - by Lenney.xyz,Alt Art Card Set,,$10.00,£7.50,,,,,,$10.00,$10.25,$7.40,£7.50,£7.50,€8.50,£7.50,$10.25,€8.50
ManintheMoon and Friends,MM7,Strike Fund - by MatheusCalza,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM7-F,Foil Strike Fund - by MatheusCalza,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM8,Sure Gamble - by PSK,Alt Art Card Set,16,$5.00,£5.50,,,,,,$5.00,$7.50,$3.70,£5.50,£3.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM9,Anemone - by ManintheMoon,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM9-F,Foil Anemone - by ManintheMoon,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM10,AU Co. - by Aleksandra Simonović,Alt Art Card Single,54,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM10-F,Foil AU Co. - by Aleksandra Simonović,Alt Art Card Single,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM11,Bladderwort - by ManintheMoon,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM11-F,Foil Bladderwort - by ManintheMoon,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM12,Brân 1.0 - by Aleksandra Simonović,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM12-F,Foil Brân 1.0 - by Aleksandra Simonović,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM13,Built to Last - by Aleksandra Simonović,Alt Art Card Single,198,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM13-LF,Limited Foil Bundle - Built to Last - by Aleksandra Simonović,Alt Art Card Set,50,$20.00,£15.00,1 each of foil and non-foil versions - special for Worlds 2025,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon and Friends,MM14,Mahkota Langit Grid - by ManintheMoon,Alt Art Card Set,48,$7.50,£5.50,Three cards create are unique with seamless art,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM14-F,Foil Mahkota Langit Grid - by ManintheMoon,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM15,MuslihaT - by Valentine de la Rosa,Alt Art Card Single,54,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM15-F,Foil MuslihaT - by Valentine de la Rosa,Alt Art Card Single,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM16,Ob - by Aleksandra Simonović,Alt Art Card Single,54,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM16-F,Foil Ob - by Aleksandra Simonović,Alt Art Card Single,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM17,Precision Design - by Aleksandra Simonović,Alt Art Card Single,54,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM17-F,Foil Precision Design - by Aleksandra Simonović,Alt Art Card Single,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM18,Restoring Humanity - by Jandon Banyu,Alt Art Card Single,54,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM18-F,Foil Restoring Humanity - by Jandon Banyu,Alt Art Card Single,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM19,Rising Tide - by ManintheMoon,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM19-F,Foil Rising Tide - by ManintheMoon,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM20,Semak-samun - by ManintheMoon,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM20-F,Foil Semak-samun - by ManintheMoon,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM21,Telework Contract - by Kira L. Nguyen,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM21-F,Foil Telework Contract - by Kira L. Nguyen,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM22,Treeline - by Doan Trang L.,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM22-F,Foil Treeline - by Doan Trang L.,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM23,Unity - by Aleksandra Simonović,Alt Art Card Set,48,$7.50,£5.50,,,,,,$7.50,$7.50,$5.55,£5.50,£5.50,€6.50,£5.50,$7.50,€6.50
ManintheMoon and Friends,MM23-F,Foil Unity - by Aleksandra Simonović,Alt Art Card Set,,$14.75,£11.00,,,,,,$14.75,$14.75,$10.92,£11.00,£11.00,€12.50,£11.00,$14.75,€12.50
ManintheMoon and Friends,MM24-F,Foil Doomscroll - by ElessarEllie,Alt Art Card Set,,$10.00,£7.50,,,,,,$10.00,$10.25,$7.40,£7.50,£7.50,€8.50,£7.50,$10.25,€8.50
ManintheMoon and Friends,MM25-F,Foil Next Big Thing - by ElessarEllie,Alt Art Card Set,,$10.00,£7.50,,,,,,$10.00,$10.25,$7.40,£7.50,£7.50,€8.50,£7.50,$10.25,€8.50
ManintheMoon and Friends,MM25-F,Foil Phoenix - by ElessarEllie,Alt Art Card Single,,$10.00,£7.50,,,,,,$10.00,$10.25,$7.40,£7.50,£7.50,€8.50,£7.50,$10.25,€8.50
ManintheMoon and Friends,MM26-F,Foil GAMEDRAGON™ Pro - by monde,Alt Art Card Set,,$12.00,£9.00,,,,,,$12.00,$12.25,$8.88,£9.00,£9.00,€10.50,£9.00,$12.25,€10.50
ManintheMoon Painting Side Event ,MP1,Botulus Tokens Paintable Mirror - Produced by ManintheMoon,Accessory,,$6.00,£4.50,Set of 2,,,,,$6.00,$6.00,$4.44,£4.50,£4.50,€5.00,£4.50,$6.00,€5.00
ManintheMoon Painting Side Event ,MP2,Physarum Entangler Token Paintable Mirror - Produced by ManintheMoon,Accessory,,$4.00,£3.00,,,,,,$4.00,$4.00,$2.96,£3.00,£3.00,€3.50,£3.00,$4.00,€3.50
ManintheMoon Painting Side Event ,MP3,Edinburgh Built to Last Paintable Mirror ID - Produced by ManintheMoon,Accessory,,$20.00,£15.00,,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon Painting Side Event ,MP4,AU Co. Paintable Mirror ID - Produced by ManintheMoon,Accessory,,$20.00,£15.00,,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon Painting Side Event ,MP5,Ob Paintable Mirror ID - Produced by ManintheMoon,Accessory,,$20.00,£15.00,,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon Painting Side Event ,MP6,Precision Design Paintable Mirror ID - Produced by ManintheMoon,Accessory,,$20.00,£15.00,,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon Painting Side Event ,MP7,Epiphany Paintable Mirror ID - Produced by ManintheMoon,Accessory,,$20.00,£15.00,,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon Painting Side Event ,MP8,Arissana Paintable Mirror ID - Produced by ManintheMoon,Accessory,,$20.00,£15.00,,,,,,$20.00,$20.25,$14.80,£15.00,£15.00,€17.50,£15.00,$20.25,€17.50
ManintheMoon Acrylics,MA1,Acrylic Edinburgh Built to Last - green,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA2,Acrylic Edinburgh Built to Last - dark green,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA3,Acrylic Epiphany - yellow,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA4,Acrylic AU Co. - red,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA5,Acrylic Ob - green,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA6,Acrylic PD - purple,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA6,Acrylic Restoring Humanity - red,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA7,Acrylic Built to Last (original) - black,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA8,Acrylic Precision Design (original) - purple,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA9,Acrylic Arissana - green,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA10,Acrylic Arissana - dark green,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA11-L,Limited Acrylic Arissana - mirror gold,Accessory,,$25.00,£18.50,,,,,,$25.00,$25.00,$18.50,£18.50,£18.50,€21.50,£18.50,$25.00,€21.50
ManintheMoon Acrylics,MA12-L,Limited Metal Physarum Entangler Token - by ManintheMoon,Accessory,,$25.00,£18.50,,,,,,$25.00,$25.00,$18.50,£18.50,£18.50,€21.50,£18.50,$25.00,€21.50
ManintheMoon Acrylics,MA13-V,Various Colors Botulus Tokens - by ManintheMoon,Accessory,,$12.50,£9.50,Set of 6,,,,,$12.50,$12.75,$9.25,£9.50,£9.50,€11.00,£9.50,$12.75,€11.00
ManintheMoon Acrylics,MA14-V,Various Test Acrylic IDs Grade B,Accessory,,$10.00,£7.50,,,,,,$10.00,$10.25,$7.40,£7.50,£7.50,€8.50,£7.50,$10.25,€8.50
ManintheMoon Acrylics,MA15-V,Various Test Acrylic IDs Grade A,Accessory,,$16.00,£12.00,,,,,,$16.00,$16.25,$11.84,£12.00,£12.00,€14.00,£12.00,$16.25,€14.00
ManintheMoon Acrylics,MA16-V,Various Aluminum IDs,Accessory,,$25.00,£18.50,,,,,,$25.00,$25.00,$18.50,£18.50,£18.50,€21.50,£18.50,$25.00,€21.50
ManintheMoon Acrylics,MA17-V,Various Limited Slate IDs,Accessory,,$53.75,£40.00,,,,,,$53.75,$54.00,$39.78,£40.00,£40.00,€46.00,£40.00,$54.00,€46.00
ManintheMoon Acrylics,MA18-VL,Various Limited Unique Painted IDs,Accessory,,$67.00,£50.00,,,,,,$67.00,$67.50,$49.58,£50.00,£49.50,€57.50,£50.00,$67.50,€57.50
ManintheMoon Acrylics,MA19-VL,Various Limited Unique Painted IDs - Premium ,Accessory,,$100.00,£75.00,,,,,,$100.00,$101.25,$74.00,£75.00,£74.00,€86.50,£75.00,$101.25,€86.50
mays.leyline,MS1,Spin Doctor,Alt Art Card Set,10,$6.75,£5.00,This should be £5 GBP ,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mays.leyline,MS2,Audrey v2,Alt Art Card Set,14,$6.75,£5.00,"""",,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mays.leyline,MS3,Dr. Nuka Vrolyck,Alt Art Card Set,15,$6.75,£5.00,"""",,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mays.leyline,MS4,Mavirus,Alt Art Card Set,8,$6.75,£5.00,"""",,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mays.leyline,MS5,Cupellation,Alt Art Card Set,2,$6.75,£5.00,"""",,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mays.leyline,MS6,Stargate (Casual Legal),Alt Art Card Set,2,$5.00,£3.50,This should be £3.50 GBP,,,,,$5.00,$4.75,$3.70,£3.50,£3.50,€4.00,£3.50,$4.75,€4.00
mays.leyline,MS7,Coalescence (Casual Legal),Alt Art Card Set,8,$5.00,£3.50,"""",,,,,$5.00,$4.75,$3.70,£3.50,£3.50,€4.00,£3.50,$4.75,€4.00
mays.leyline,MS8,Fully Operational (Casual Legal),Alt Art Card Set,11,$5.00,£3.50,"""",,,,,$5.00,$4.75,$3.70,£3.50,£3.50,€4.00,£3.50,$4.75,€4.00
mcg,MCG1,The Zwicky Group,Alt Art Card Single,51,$5.00,£3.50,,,,,,$5.00,$4.75,$3.70,£3.50,£3.50,€4.00,£3.50,$4.75,€4.00
mcg,MCG2,Zahya Sadeghi,Alt Art Card Single,55,$5.00,£3.50,,,,,,$5.00,$4.75,$3.70,£3.50,£3.50,€4.00,£3.50,$4.75,€4.00
mcg,MCG3,Magdalene Keino-Chemutai,Alt Art Card Single,54,$5.00,£3.50,,,,,,$5.00,$4.75,$3.70,£3.50,£3.50,€4.00,£3.50,$4.75,€4.00
mcg,MCG4,Open Market,Alt Art Card Set,135,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mcg,MCG5,Side Hustle,Alt Art Card Set,144,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mcg,MCG6,Petty Cash,Alt Art Card Set,138,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mcg,MCG7,The Holo Man,Alt Art Card Set,79,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
mcg,MCG8,Charlotte Cacador,Alt Art Card Set,87,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
miniplural,MP1,Loup & Cookbook (2 playsets),Alt Art Card Set,40,,£6.00,4 cards total,,,,,,$8.00,0,£6.00,£0.00,€7.00,£6.00,$8.00,€7.00
miniplural,MP2,Keiko (playset),Alt Art Card Set,20,,£4.00,3 cards total,,,,,,$5.50,0,£4.00,£0.00,€4.50,£4.00,$5.50,€4.50
miniplural,MP3,Fencer Fueno (playset),Alt Art Card Set,20,,£4.00,3 cards total,,,,,,$5.50,0,£4.00,£0.00,€4.50,£4.00,$5.50,€4.50
miniplural,MP4,Mystic Maemi (playset),Alt Art Card Set,20,,£4.00,3 cards total,,,,,,$5.50,0,£4.00,£0.00,€4.50,£4.00,$5.50,€4.50
miniplural,MP5,Paladin Poemu,Alt Art Card Set,20,,£4.00,3 cards total,,,,,,$5.50,0,£4.00,£0.00,€4.50,£4.00,$5.50,€4.50
miniplural,MP6,Trickster Taka,Alt Art Card Set,20,,£4.00,3 cards total,,,,,,$5.50,0,£4.00,£0.00,€4.50,£4.00,$5.50,€4.50
miniplural,MP7,Companions 5 Pack,Alt Art Card Set,40,,£15.00,15 cards total,,,,,,$20.25,0,£15.00,£0.00,€17.50,£15.00,$20.25,€17.50
miniplural,MP8,Anarch 2025 5 Pack,Alt Art Card Set,80,,£20.00,15 cards total,,,,,,$27.00,0,£20.00,£0.00,€23.00,£20.00,$27.00,€23.00
monde,MO1,GAMEDRAGON™ Pro,Alt Art Card Set,1,$3.00,,,,,,,$3.00,$3.00,$2.22,£2.00,£2.00,€2.50,£2.00,$3.00,€2.50
monde,MO2,Regolith Mining License,Alt Art Card Set,1,$3.00,,,,,,,$3.00,$3.00,$2.22,£2.00,£2.00,€2.50,£2.00,$3.00,€2.50
Neon Static,NS1,Neon Static Bravado,Alt Art Card Set,49,$7.00,,If things get priced in pounds then they can be listed for 5 GBP,,,,,$7.00,$7.00,$5.18,£5.00,£5.00,€6.00,£5.00,$7.00,€6.00
nervousnightjar,NN1,La Costa Grid Alt,Alt Art Card Set,33 playsets,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
nervousnightjar,NN2,Bravado Alt,Alt Art Card Set,50 playsets,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
nervousnightjar,NN3,Petty Cash Alt,Alt Art Card Set,50 playsets,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
nervousnightjar,NN4,Moon Pool Alt,Alt Art Card Set,60 playsets,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
nervousnightjar,NN5,Coalescence Alt,Alt Art Card Set,60 playsets,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
nervousnightjar,NN6,Swift Alt,Alt Art Card Set,30 playsets,$6.75,£5.00,,,,,,$6.75,$6.75,$5.00,£5.00,£5.00,€6.00,£5.00,$6.75,€6.00
nervousnightjar,NN7,Petty Cash Alt Shiny,Alt Art Card Set,20 playsets,$13.50,£10.00,,,,,,$13.50,$13.50,$9.99,£10.00,£10.00,€11.50,£10.00,$13.50,€11.50
NewPuldrix,NP1,Jailbreak,Alt Art Card Set,30,,£5.00,Waiting for the printers,,,,,,$6.75,0,£5.00,£0.00,€6.00,£5.00,$6.75,€6.00
NewPuldrix,NP2,Hákarl 1.0,Alt Art Card Set,22,,£5.00,Waiting for the printers,,,,,,$6.75,0,£5.00,£0.00,€6.00,£5.00,$6.75,€6.00
Null Signal Games,NSG1,Ari Avatar Shirt ,Apparel,~30,$25.50,£19.00,Partnership with Ferenc. Profits split 50/50 after production costs (which we paid for),,,,,$25.50,$25.75,$18.87,£19.00,£19.00,€22.00,£19.00,$25.75,€22.00
Null Signal Games,NSG2,Seb Avatar Shirt,Apparel,~30,$25.50,£19.00,,,,,,$25.50,$25.75,$18.87,£19.00,£19.00,€22.00,£19.00,$25.75,€22.00
Null Signal Games,NSG3,Mercury Avatar Shirt,Apparel,~30,$25.50,£19.00,,,,,,$25.50,$25.75,$18.87,£19.00,£19.00,€22.00,£19.00,$25.75,€22.00
Null Signal Games,NSG4,Avatar ID Sticker,Apparel,1,$2.00,£1.50,3.75 GBP for one of each faction. Partnership with Ferenc. Profits split 50/50 after production costs (which we paid for),,,,,$2.00,$2.00,$1.48,£1.50,£1.50,€1.50,£1.50,$2.00,€1.50
Null Signal Games,NSG5,Faction Logo Sticker,Other,1,$2.00,£1.50,3.75 GBP for one of each faction,,,,,$2.00,$2.00,$1.48,£1.50,£1.50,€1.50,£1.50,$2.00,€1.50
Null Signal Games,NSG6,GNK 2/2024,Other,6,$17.50,£13.00,out of the NSG-EU-shop-stock,,,,,$17.50,$17.50,$12.95,£13.00,£13.00,€15.00,£13.00,$17.50,€15.00
Null Signal Games,NSG7,Run Together-Set Spring 2024,Other,11,$40.50,£30.00,out of the NSG-EU-shop-stock,,,,,$40.50,$40.50,$29.97,£30.00,£30.00,€34.50,£30.00,$40.50,€34.50
Null Signal Games,NSG8,Run Together-Set Summer 2024,Other,6,$40.50,£30.00,out of the NSG-EU-shop-stock,,,,,$40.50,$40.50,$29.97,£30.00,£30.00,€34.50,£30.00,$40.50,€34.50
Neurowelder,NW1,Haas-Bioroid: Precision Design,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW2,Jinteki: Restoring Humanity,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW3,Weyland Consortium: Built to Last,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW4,René “Loup” Arcemont: Party Animal,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW5,Tāo Salonga: Telepresence Magician,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW6,Zahya Sadeghi: Versatile Smuggler,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW7,MirrorMorph: Endless Iteration,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW8,Hyoubu Institute: Absolute Clarity,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW9,GameNET: Where Dreams are Real,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW10,Earth Station: SEA Headquarters,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW11,Pravdivost Consulting: Political Solutions,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW12,Ob Superheavy Logistics: Extract. Export. Excel.,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW13,Nuvem SA: Law of the Land,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW14,AU Co.: The Gold Standard in Clones,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW15,Nebula Talent Management: Making Stars,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW16,The Zwicky Group: Invisible Hands,Alt Art Card Single,,,£11.00,,,,,,,$14.75,0,£11.00,£0.00,€12.50,£11.00,$14.75,€12.50
Neurowelder,NW17,Any 3+ IDs,Alt Art Card Set,,,£30.00,10£ per 1 ID,,,,,,$40.50,0,£30.00,£0.00,€34.50,£30.00,$40.50,€34.50
Neurowelder,NW18,System Gateway Bundle,Alt Art Card Set,,,£57.00,"all 6 IDs from SG (PD, RH, BTL, Loup, Zahya, Tao), 9,5£ per ID",,,,,,$77.00,0,£57.00,£0.00,€65.50,£57.00,$77.00,€65.50
Neurowelder,NW19,Any 10+ IDs,Alt Art Card Set,,,£90.00,9£ per 1 ID,,,,,,$121.50,0,£90.00,£0.00,€103.50,£90.00,$121.50,€103.50
Neurowelder,NW20,All IDs (16),Alt Art Card Set,,,£136.00,"8,5£ per 1 ID",,,,,,$183.50,0,£136.00,£0.00,€156.50,£136.00,$183.50,€156.50
Stwyde,ST1,MirrorMorphy Acrylic ID,Alt Art Card Single,17,$10.00,£7.00,"charge 7 GBP ideally, but $10 USD is also fine (not picky on pricing)",,,,,$10.00,$9.50,$7.40,£7.00,£7.50,€8.00,£7.00,$9.50,€8.00
Stwyde,ST2,AU Co. Acrylic ID,Alt Art Card Single,,$10.00,£7.00,Being delivered by Odo,,,,,$10.00,$9.50,$7.40,£7.00,£7.50,€8.00,£7.00,$9.50,€8.00
Stwyde,ST3,Ryo Phoenix Ono Acrylic ID,Alt Art Card Single,,$10.00,£7.00,Being delivered by Odo,,,,,$10.00,$9.50,$7.40,£7.00,£7.50,€8.00,£7.00,$9.50,€8.00
Lunari (@nothingprsnlclub),LN1,Hoshiko Shiro,Alt Art Card Single,30 pcs,$5.00,£4.00,sold per piece,,,,,$5.00,$5.50,$3.70,£4.00,£3.50,€4.50,£4.00,$5.50,€4.50
